Medicine ID,Name,Company Name,MRP,PTR/SP,Offer,Category
512,DYTOR 100MG TAB 10*10STRIP,CIPLA LTD,4201.8,2701.2,No Offer Available,General
513,DYTOR 10MG TAB 15X100STRIP,CIPLA LTD,102.72,73.37,No Offer Available,General
514,DYTOR 20MG TAB 15*100STRIP,CIPLA LTD,18438,11853,No Offer Available,General
515,DYTOR 40MG TAB 10X10STRIP,CIPLA LTD,239.14,170.81,No Offer Available,General
516,DYTOR 5MG TAB 15X30STRIP,CIPLA LTD,71.73,51.24,No Offer Available,General
517,DYTOR INJECTION 2MLX80PCS,CIPLA LTD,24.14,17.24,No Offer Available,General
518,DYTOR PLUS 10 15X60STRIP,CIPLA LTD,108.05,77.18,No Offer Available,General
519,DYTOR PLUS 20 15X60STRIP,CIPLA LTD,6982.8,4489.2,No Offer Available,General
520,DYTOR PLUS 5 15X60STRIP,CIPLA LTD,95.64,68.31,No Offer Available,General
521,DYTOR PLUS LS 10MG TAB 1X10,CIPLA LTD,688.2,442.4,No Offer Available,General
522,EBONTE-M TAB  BOX,LUPIN LIMITED,1500,964.29,No Offer Available,General
523,ECOD OMEGA 30*10CC,UNIVERSAL NUTRISCIENCE PVT.LTD,4190,2530.94,No Offer Available,General
524,ECOD PLUS 15*10STRIP,UNIVERSAL NUTRISCIENCE PVT.LTD,295,0,No Offer Available,General
525,ECONORM POWDER 1BOX,DR. REDDYS LABORATORIES LIMITED,1040,650,No Offer Available,General
526,ECOSPRIN AV 150MG CAP 10X15,USV PRIVATE LIMITED,61.45,46.09,No Offer Available,General
527,ELECTRAL POWDER 21.8GM,FDC LIMITED,22.66,18.55,14+1,General
528,ELECTRAL POWDER 35 G,RAPTAKOS.BRETT @ CO. LTD.,24.35,16.24,No Offer Available,General
529,ELECTROBION ORANGE 1X12,P@G,19.79,6.79,No Offer Available,General
530,ELECTRORUSH ORS APPLE 200ML,HALEWOOD LABORATORIES PVT. LTD.,29.4,11,No Offer Available,General
531,ELECTRORUSH ORS ORANGE 200ML,HALEWOOD LABORATORIES PVT. LTD.,29.4,11,No Offer Available,General
532,ELTROXIN  25MG 1X20,GLAXOSMITHKLINE PHARMACEUTICALS LTD,193.54,138.25,No Offer Available,General
533,ELTROXIN  50MG 1X20,GLAXOSMITHKLINE PHARMACEUTICALS LTD,119.55,85.39,No Offer Available,General
534,ELTROXIN  75MG 1X20,GLAXOSMITHKLINE PHARMACEUTICALS LTD,192.19,137.28,No Offer Available,General
535,ELTROXIN 100MG 1*20,GLAXOSMITHKLINE PHARMACEUTICALS LTD,177.41,114.05,No Offer Available,General
536,EMESET 2ML 2ML*80AMP,CIPLA LTD,13.35,9.54,No Offer Available,General
537,EMESET 4MG TAB 10X50STRIP,CIPLA LTD,57.45,41.04,No Offer Available,General
538,EMESET 4ML 1X60,CIPLA LTD,1602,616.8,No Offer Available,General
539,EMESET 8MG TAB 10X20STRIP,CIPLA LTD,101.47,72.4,5+1,General
540,EMESET SYP 30ML*10PCS,CIPLA LTD,42,22.5,No Offer Available,General
541,ENDOGEST 200MG CAP 1X10,CIPLA LTD,360.31,102.4,No Offer Available,General
542,ENDOGEST-200 SR TAB 1X10,CIPLA LTD,443.55,163.58,No Offer Available,General
543,ENDOGEST-300 SR TAB 1X10,CIPLA LTD,648.32,233.65,No Offer Available,General
544,ENO BOTTLE 100GM,GLAXOSMITHKLINE PHARMACEUTICALS LTD,175,131.25,No Offer Available,General
545,ENO CHEWY ORANGE 1X15 1X15,GLAXOSMITHKLINE PHARMACEUTICALS LTD,120,91,No Offer Available,General
546,ENO SACHET 1*12 1 PCS,GLAXOSMITHKLINE PHARMACEUTICALS LTD,60,45.6,No Offer Available,General
547,ENO SACHET 1*60,GLAXOSMITHKLINE PHARMACEUTICALS LTD,600,456,No Offer Available,General
548,ENTEROGERMINA CAP 4*2STRIP,SANOFI INDIA LIMITED,391.58,0,No Offer Available,General
549,ENTEROGERMINA VAIL 5ML*10RESPUL,SANOFI INDIA LIMITED,723.7,516.93,No Offer Available,General
550,ENVITAC GEL  20GM,LUPIN LIMITED,699,426.51,No Offer Available,General
551,EPHEDREX SYP 1SYP,ALEMBIC PHARMACEUTICALS LTD,116.2,74.7,No Offer Available,General
552,EPILEX CHRONO 300MG  1BOX,ABBOTT INDIA LIMITED,1034.1,738.6,No Offer Available,General
553,EPILEX CHRONO 500MG  1BOX,ABBOTT INDIA LIMITED,1602.7,1144.8,No Offer Available,General
554,EPTOIN 100MG 120TAB*1CC,ABBOTT HEATHCARE LIMITED,236.54,168.96,No Offer Available,General
555,EPTOIN 300 ER 30TAB*1CC,ABBOTT HEATHCARE LIMITED,220.75,144.89,No Offer Available,General
556,EPTOIN 50 MG 150TAB*1CC,ABBOTT HEATHCARE LIMITED,141.12,92.62,No Offer Available,General
557,EPTOIN SUSP 200ML*1PCS,ABBOTT HEATHCARE LIMITED,78.4,51.4,No Offer Available,General
558,ESGYPYRIN TAB 15*54STRIP,ABBOTT HEATHCARE LIMITED,6956.82,3756.76,No Offer Available,General
559,ESGYPYRIN-DS INJ 3MLX100,ABBOTT HEATHCARE LIMITED,5.67,4.05,No Offer Available,General
560,ESOKEM-20MG TAB 15*20STRIP,ABBOTT HEATHCARE LIMITED,1379.4,886.8,No Offer Available,General
561,ESOKEM-40MG TAB 15*20STRIP,ABBOTT HEATHCARE LIMITED,2926,1881,No Offer Available,General
562,ESOKEM-D CAP 15*10,ABBOTT HEATHCARE LIMITED,1766.6,1135.7,No Offer Available,General
563,ESOKEM-IT CAP 10*10STRIP,ABBOTT HEATHCARE LIMITED,1210,777.9,No Offer Available,General
564,ESOKEM-L CAP 10X10STRIP,ABBOTT HEATHCARE LIMITED,2734.6,1758,No Offer Available,General
565,ESOLEMBIC-D CAP 15X10STRIP,ALEMBIC PHARMACEUTICALS LTD,969,623,No Offer Available,General
566,ETHIDE TAB [BIG] 10X10STRIP,LUPIN LIMITED,199.05,142.32,No Offer Available,General
567,EUMOSONE M CREAM 15GM 1*10,GLAXOSMITHKLINE PHARMACEUTICALS LTD,134.55,86.5,No Offer Available,General
568,EUMOSONE SKIN CREAM 15GMS 1*10,GLAXOSMITHKLINE PHARMACEUTICALS LTD,100.9,64.86,No Offer Available,General
569,EVAFOS 8GM 1X1,WIN MEDICARE,503,318.51,No Offer Available,General
570,EVERYUTH NATULAL GOLDEN 50MG 1 PCS,RAPTAKOS.BRETT @ CO. LTD.,99,70,No Offer Available,General
571,EVERYUTH NATURALS SCRUB GOLD25 1 PCS,RAPTAKOS.BRETT @ CO. LTD.,0,0,No Offer Available,General
572,EVERYUTH NATURALS SCRUB GOLDEN 1 PCS,ZYDUS WELLNESS,15,0,No Offer Available,General
573,EVERYUTH NATURALS SCRUB-25GM 25MG,ZYDUS WELLNESS,50,33.44,No Offer Available,General
574,EVERYUTH NATURALS SCRUB-7GM 1PCS,ZYDUS WELLNESS,15,9.83,No Offer Available,General
575,EVION 200MG CAP 10*10STRIP,P@G,23.1,16.5,No Offer Available,General
576,EVION 400MG CAP (NEW) 1X10X20CAP,P@G,78.98,56.42,No Offer Available,General
577,EVION 400MG CAP 10*20STRIP,P@G,718,442.34,No Offer Available,General
578,EVION 600MG CAP 10*5STRIP,P@G,56.8,40.67,No Offer Available,General
579,EVION CREAM 60GM,P@G,179.1,109.28,No Offer Available,General
580,EVION LC 10*15STRIP,P@G,62.59,44.7,No Offer Available,General
581,FAA 20 SUP  1PIC,LUPIN LIMITED,161.95,104.12,No Offer Available,General
582,FAA 20 TAB  1 BOX,LUPIN LIMITED,276.65,197.61,No Offer Available,General
583,FAROBACT 200MG TAB (NEW) 1X10,CIPLA LTD,1155.5,825.36,4+1,General
584,FAROBACT 200MG TAB 6*10STRIP,CIPLA LTD,6302.8,3241.44,No Offer Available,General
585,FAROBACT 300MG ER TAB 1X10,CIPLA LTD,1268.88,6488.65,No Offer Available,General
586,FARONEM SYP 1PCS,SUN PHARMA DISTRIBUTORS LTD (SPDL),250,160.71,No Offer Available,General
587,FARORIGHT 200MG TAB 1X10,SUN PHARMA DISTRIBUTORS LTD (SPDL),1035,665.36,No Offer Available,General
588,FEFOL CAP  1BOX,GLAXOSMITHKLINE PHARMACEUTICALS LTD,1778,1180,No Offer Available,General
589,FEFOL Z CAP 15*10STRIP,GLAXOSMITHKLINE PHARMACEUTICALS LTD,172.3,123.07,No Offer Available,General
590,FEMILON TAB 1X27STRIP,ABBOTT INDIA LIMITED,329,236.88,No Offer Available,General
591,FERTOMID 25 TAB 10*50STRIP,CIPLA LTD,3826,2213.55,No Offer Available,General
592,FERTOMID 50 TAB 10*50STRIP,CIPLA LTD,4670,2701.8,No Offer Available,General
593,FESOVIT CAP.  1BOX,GLAXOSMITHKLINE PHARMACEUTICALS LTD,1882.5,1360,No Offer Available,General
594,FESTAL-N TAB 1X10,SANOFI INDIA LIMITED,123.73,78.75,No Offer Available,General
595,FEXIGRA SUSPENSION 100ML,CIPLA LTD,141.9,91.22,No Offer Available,General
596,FHEAL OVULES  1BOX,LUPIN LIMITED,3700,2378.6,No Offer Available,General
597,FIGHTOX-ES SYP 50ML,ABBOTT HEATHCARE LIMITED,188.64,121.27,No Offer Available,General
598,FLAGYL 200MG 1X40,ABBOTT HEATHCARE LIMITED,13.74,9.81,No Offer Available,General
599,FLAGYL 400MG 1X40,ABBOTT HEATHCARE LIMITED,1021.2,669.52,No Offer Available,General
600,FLAGYL SUP 60ML,ABBOTT HEATHCARE LIMITED,33.49,21.53,No Offer Available,General
601,FLEXON MR  1BOX,ARISTO PHARMACEUTICALS PVT LTD,200.5,128.9,No Offer Available,General
602,FLEXON TAB 1BOX,ARISTO PHARMACEUTICALS PVT LTD,31.74,21.53,No Offer Available,General
603,FLOMIST NASAL SPRAY 1PCS,CIPLA LTD,467.67,334.05,No Offer Available,General
604,FLOMIST-AZ SPRAY 1PCS,CIPLA LTD,527.45,339.08,No Offer Available,General
605,FLOMIST-F NASAL SPRAY 1PCS,CIPLA LTD,514.31,330.63,No Offer Available,General
606,FLUGESIC-P TAB  BOX,LUPIN LIMITED,0,0,No Offer Available,General
607,FLUTIBACT OINT 10GM 1TUBE,GLAXOSMITHKLINE PHARMACEUTICALS LTD,236.2,151.84,No Offer Available,General
608,FLUTIVATE CREAM 10GM 1TUBE,GLAXOSMITHKLINE PHARMACEUTICALS LTD,161.35,104.79,No Offer Available,General
609,FLUTIVATE E CREAM 30GM PCS,GLAXOSMITHKLINE PHARMACEUTICALS LTD,365.65,235.06,No Offer Available,General
610,FLUTIVATE OINT 20GM 1*10,GLAXOSMITHKLINE PHARMACEUTICALS LTD,212.05,136.32,No Offer Available,General
611,FLUTIVATE SKIN CREAM 20GM 20GM*1PCS,GLAXOSMITHKLINE PHARMACEUTICALS LTD,339,217.93,No Offer Available,General
612,FOLVITE ACTIVE CAP 15*10STRIP,PFIZER LIMITED,292,208.56,9+1,General
613,FOLVITE MB TAB 15*10STRIP,PFIZER LIMITED,2310,1361.25,No Offer Available,General
614,FOLVITE TAB 45*24STRIP,PFIZER LIMITED,76.1,58.57,19+1,General
615,FORACORT 0.5 RESPULES 2ML*20RESPULES,CIPLA LTD,1456.8,796.11,No Offer Available,General
616,FORACORT 1 RESPULES 2ML*20RESPULES,CIPLA LTD,1801,984.13,No Offer Available,General
617,FORACORT 200 INHELAR 1PCS,CIPLA LTD,447.54,319.67,No Offer Available,General
618,FORACORT 200 ROTACAPS 1PCS,CIPLA LTD,210.33,150.39,No Offer Available,General
619,FORACORT 400 INHELAR 1PCS,CIPLA LTD,510.72,364.8,No Offer Available,General
620,FORACORT 400 ROTACAPS 1PCS,CIPLA LTD,269.13,142.99,No Offer Available,General
621,FORACORT FORTE ROTACAP 1PCS,CIPLA LTD,463.81,298.16,No Offer Available,General
622,FORCAN-150MG TAB 4X10STRIP,CIPLA LTD,540.2,312.57,No Offer Available,General
623,FORCAN-150MG TAB 4X30STRIP,CIPLA LTD,54,38.59,9+1,General
624,FORISTAL LONTAB TAB 10*10STRIP,GENREL,523.7,321.32,No Offer Available,General
625,FOSRIUM SACHETS  BOX,LUPIN LIMITED,3800,2442.86,No Offer Available,General
626,FREEFLEX FORTE 15*1BOX,UNIVERSAL NUTRISCIENCE PVT.LTD,1354,817.9,No Offer Available,General
627,FRISIUM 10MG TAB 15*30STRIP,SANOFI INDIA LIMITED,165.31,0,No Offer Available,General
628,FRISIUM 20MG TAB 10*5STRIP,SANOFI INDIA LIMITED,416.6,297.57,No Offer Available,General
629,FRISIUM 5MG TAB 15*30STRIP,CIPLA LTD,2883,2059.2,No Offer Available,General
630,FRUSILAC TAB  1BOX,LUPIN LIMITED,1061.25,616.07,No Offer Available,General
631,FULLFORM-200 ROTACAPS 1PCS,CIPLA LTD,190.33,122.36,No Offer Available,General
632,FULLFORM-400 ROTACAPS 1PCS,CIPLA LTD,273.77,176,No Offer Available,General
633,FUNGEEHEAL 100 CAP 10*10STRIP,LUPIN LIMITED,1280,873.25,No Offer Available,General
634,FUNGEEHEAL 200 CAP 10*10STRIP,LUPIN LIMITED,3078.5,1649.2,No Offer Available,General
635,GALVUS 50MG TAB 1X2,CIPLA LTD,327.5,233.93,No Offer Available,General
636,GALVUS MET 50/1000MG TAB 1X6,CIPLA LTD,2088,1342.26,No Offer Available,General
637,GALVUS MET 50/500MG TAB 1X6,CIPLA LTD,1971,1267.08,No Offer Available,General
638,GALVUS MET 50/850MG TAB 1X6,CIPLA LTD,2028,1303.74,No Offer Available,General
639,GANATON 50MG TAB 10*10STRIP,ABBOTT HEATHCARE LIMITED,184.12,114.81,No Offer Available,General
640,GANATON TOTAL TAB 10*10STRIP,ABBOTT INDIA LIMITED,465.36,290.18,No Offer Available,General
641,GANATON-OD TAB 10*10STRIP,ABBOTT INDIA LIMITED,4170.6,2681.1,No Offer Available,General
642,GARDENAL 30MG TAB 1PCS,ABBOTT HEATHCARE LIMITED,146.72,94.32,No Offer Available,General
643,GARDENAL 60MG TAB 1PCS,ABBOTT HEATHCARE LIMITED,211.68,136.08,No Offer Available,General
644,GARDENAL SYP 100ML,ABBOTT HEATHCARE LIMITED,54.88,35.28,No Offer Available,General
645,GARLIC PEALS 100 1BOX,SUN PHARMA DISTRIBUTORS LTD (SPDL),150,96.43,No Offer Available,General
646,GAS O FAST PLUS TAB 1*2,MANKIND,20,14,5+1,General
647,GAS O FAST SECHET 5 GM,MANKIND,10,7.14,5+1,General
648,GAVISCON SUS 150ML,RECKITT BENCKISER INDIA PVT.LTD.,178.6,116.93,No Offer Available,General
649,G-CIN TAB 5*10STRIP,LUPIN LIMITED,2088.5,1342.61,No Offer Available,General
650,GELUSIL MPS LIQ-200ML 200ML*1PCS,PFIZER LIMITED,153,109.28,7+1,General
651,GELUSIL MPS LIQUID 400ML 1*400ML,ABBOTT INDIA LIMITED,230.97,164.97,5+1,General
652,GELUSIL MPS TAB 15*90STRIP,PFIZER LIMITED,24,17.14,No Offer Available,General
653,GELUSIL MPS XTRA COOL 1X200ML,PFIZER LIMITED,115,66.53,No Offer Available,General
654,GELUSIL RAFT 200ML 200ML,OTHER,195,125.35,No Offer Available,General
655,GENTALENE PLUS 10GM 10GM*1PKT,SUN PHARMA DISTRIBUTORS LTD (SPDL),68,43.71,No Offer Available,General
656,GENTALENE PLUS 20GM 20GM*1PAKET,SUN PHARMA DISTRIBUTORS LTD (SPDL),130,83.57,No Offer Available,General
657,GENTICYN 20MG VAIL 2ML*80VIALS,ABBOTT HEATHCARE LIMITED,7.86,5.62,No Offer Available,General
658,GENTICYN 80MG INJ 2ML*50AMP,ABBOTT HEATHCARE LIMITED,10.86,7.76,No Offer Available,General
659,GLUCON-D MANGO 1KG PCS,ZYDUS WELLNESS,399,0,No Offer Available,General
660,GLUCON-D MANGO 75+50GM 1PCS,ZYDUS WELLNESS,50,32.22,No Offer Available,General
661,GLUCON-D N/P 1KG 1PCS,ZYDUS WELLNESS,399,0,No Offer Available,General
662,GLUCON-D N/P 200GM 1PCS,ZYDUS WELLNESS,83,0,No Offer Available,General
663,GLUCON-D N/P 450GM 1 PCS,RAPTAKOS.BRETT @ CO. LTD.,209,0,No Offer Available,General
664,GLUCON-D N/P-JAR 1KG 1KG 1KG,ZYDUS WELLNESS,419,0,No Offer Available,General
665,GLUCON-D O/R SACHET 1 BOX,ZYDUS WELLNESS,120,0,No Offer Available,General
666,GLUCON-D ORANGE 1KG 1PCS,ZYDUS WELLNESS,399,258,No Offer Available,General
667,GLUCON-D ORANGE 200GM 1PCS,ZYDUS WELLNESS,83,53.67,No Offer Available,General
668,GLUCON-D ORANGE 450GM 1PCS,ZYDUS WELLNESS,209,135.14,No Offer Available,General
669,GLUCON-D ORANGE 75+50GM 1PCS,ZYDUS WELLNESS,53,34.27,No Offer Available,General
670,GLUCON-D R/G JAR 1KG 1KG,ZYDUS WELLNESS,245,171.35,No Offer Available,General
671,GLUCON-D REGULAR 1KG 1PCS,ZYDUS WELLNESS,240,155.19,No Offer Available,General
672,GLUCON-D REGULAR 200GM 1PCS,ZYDUS WELLNESS,74,47.85,No Offer Available,General
673,GLUCON-D REGULAR 450+50GM 1PCS,ZYDUS WELLNESS,135,87.29,No Offer Available,General
674,GLUCON-D REGULAR 75+50GM 1PCS,ZYDUS WELLNESS,38,24.57,No Offer Available,General
675,GLUCON-D REGULAR JAR 450+50GM 1PCS,ZYDUS WELLNESS,149,96.35,No Offer Available,General
676,GLUCON-D STRAWBERRY JAR PCS,ZYDUS WELLNESS,200,0,No Offer Available,General
677,GLUCONORM G 1 15*10STRIP,LUPIN LIMITED,204.85,146.32,No Offer Available,General
678,GLUCONORM G 2 15*10STRIP,LUPIN LIMITED,288.5,206.07,No Offer Available,General
679,GLUCONORM G 3 15*10STRIP,LUPIN LIMITED,286,204.29,No Offer Available,General
680,GLUCONORM G 4 15*10STRIP,LUPIN LIMITED,286,204.29,No Offer Available,General
681,GLUCONORM G1 FORTE 15*10STRIP,LUPIN LIMITED,213.65,152.61,No Offer Available,General
682,GLUCONORM G2 FORTE 15*10STRIP,LUPIN LIMITED,249.8,178.43,No Offer Available,General
683,GLUCONORM G3 FORTE 15*10STRIP,LUPIN LIMITED,247.7,177.11,No Offer Available,General
684,GLUCONORM G4 FORTE 15*10STRIP,LUPIN LIMITED,249.25,178.21,No Offer Available,General
685,GLUCONORM SR 1GM 15*10STRIP,LUPIN LIMITED,67.85,48.51,No Offer Available,General
686,GLUCONORM SR 500MG 15*10STRIP,LUPIN LIMITED,33.9,24.21,No Offer Available,General
687,GLUFORMIN-G1 TAB 15*20STRIP,ABBOTT HEATHCARE LIMITED,2930.2,1695.43,No Offer Available,General
688,GLUFORMIN-G2 TAB 15*20STRIP,ABBOTT HEATHCARE LIMITED,4600.2,2661.5,No Offer Available,General
689,GLYCIGON 80MG TAB 10*10STRIP,ARISTO PHARMACEUTICALS PVT LTD,525.5,337.9,No Offer Available,General
690,GLYCIGON-M SR TAB 10*10STRIP,ARISTO PHARMACEUTICALS PVT LTD,930,501.4,No Offer Available,General
691,GLYCIGON-M TAB 10*10STRIP,ARISTO PHARMACEUTICALS PVT LTD,788,506.6,No Offer Available,General
692,GLYCIPHAGE SR 1GM TAB 10*10STRIP,FC,406.5,266.7,No Offer Available,General
693,GLYCIPHAGE SR 500MG TAB 10*10STRIP,FC,212,139.61,No Offer Available,General
694,GLYCOHALE FB INHALER 1PCS,CIPLA LTD,855,549.64,No Offer Available,General
695,GLYCOHALE RESPULES 1X28,CIPLA LTD,924,593.88,No Offer Available,General
696,GLYCOHALE-FB ROTACAPS 3X10,CIPLA LTD,554.1,356.21,No Offer Available,General
697,GRAMOGYL SYP 60ML,SUN PHARMA (MEDICINE HOUSE),34.27,18.8,No Offer Available,General
698,GRAMOGYL TAB 10X20STRIP,SUN PHARMA (MEDICINE HOUSE),2171.6,544,No Offer Available,General
699,GRISOVIN-FP TAB 10*21STRIP,GLAXOSMITHKLINE PHARMACEUTICALS LTD,371.7,256.47,No Offer Available,General
700,HADENSA CAP 10 STRIPS,RAPTAKOS.BRETT @ CO. LTD.,600,0,No Offer Available,General
701,HADENSA OINT (40GM) 40GM 1X40GM,DOLLAR COMPANY PVT. LTD,145,0,No Offer Available,General
702,HADENSA OINT 20MG 20GM,DOLLAR COMPANY PVT. LTD,100,71.43,No Offer Available,General
703,HAEMACCEL IV 500ML*1PCS,ABBOTT HEATHCARE LIMITED,535.26,336.94,No Offer Available,General
704,HARPIC TOILET CLEANER 200ML,RECKITT BENCKISER INDIA PVT.LTD.,45,0.01,No Offer Available,General
705,HEMPUSHPA SYP 170ML,RAJVAIDYA SHITAL PRASAD @ SONS,270,156.48,No Offer Available,General
706,HEPAMARZ TAB 10*10STRIP,WIN MEDICARE,267,190.71,No Offer Available,General
707,HEPAMERZ GRANULES 5GM*10SACHETS,WIN MEDICARE,3030,1918.64,No Offer Available,General
708,HEPAMERZ INJ 1BOX,WIN MEDICARE,2120,1195.14,No Offer Available,General
709,HEPAMERZ SYP 100ML,WIN MEDICARE,489,309.64,No Offer Available,General
710,HEPATOGLOBINE SYP 300ML,RAPTAKOS.BRETT @ CO. LTD.,240,142.56,No Offer Available,General
711,HERMIN IV  1PCS,ALEMBIC PHARMACEUTICALS LTD,609.3,350,No Offer Available,General
712,HETRAZAN 100MG TAB 30*45STRIP,PFIZER LIMITED,2349,1545.15,No Offer Available,General
713,HISTAC 150MG TAB 1X25,SUN PHARMA (MEDICINE HOUSE),1022.5,500,No Offer Available,General
714,HISTAC 300MG TAB 1X30,SUN PHARMA (MEDICINE HOUSE),1162.5,690,No Offer Available,General
715,HUF PUF KIT 1X1,CIPLA LTD,798.6,513.39,No Offer Available,General
716,HYDENT-K PASTE 100GM,ABBOTT HEATHCARE LIMITED,183.85,100.96,No Offer Available,General
717,HYDENT-PRO PASTE 1X70GM,ABBOTT HEATHCARE LIMITED,311,163.9,No Offer Available,General
718,HYPERNEB RESPULES (NEW) 1X60,CIPLA LTD,1306.8,840.07,No Offer Available,General
719,HYPERNEB RESPULES 1X49,CIPLA LTD,1067.22,686,No Offer Available,General
720,IBO-HP DESKJET 2331 1PCS,OTHER,0,0,No Offer Available,General
721,IBUGESIC PLUS  60ML 1*30,CIPLA LTD,39.44,22.82,No Offer Available,General
722,IBUGESIC PLUS 100ML 1*30,CIPLA LTD,54.9,31.76,No Offer Available,General
723,IBUGESIC PLUS TAB 20X50STRIP,CIPLA LTD,36.59,26.14,9+1,General
724,IBUGESIC-RTU IV 1X100ML,CIPLA LTD,136,59.99,No Offer Available,General
725,I-KUL EYE DROP 10ML 1X10ML,INTAS,88.5,63.28,No Offer Available,General
726,INDERAL 10MG 15*40STRIP,ABBOTT INDIA LIMITED,22,14.44,No Offer Available,General
727,INDERAL 40MG 15*40STRIP,ABBOTT INDIA LIMITED,53.92,35.39,No Offer Available,General
728,INSMAN RAPID 1PCS,SANOFI INDIA LIMITED,1517.31,990,No Offer Available,General
729,INSUMAN COMB 25 1PCS,SANOFI INDIA LIMITED,1669,1216.09,No Offer Available,General
730,INSUMAN COMB 50 CARTRDG  1BOX,SANOFI INDIA LIMITED,1669,1216.1,No Offer Available,General
731,IODEX BALM  4GM 1X12 4GM,GLAXOSMITHKLINE PHARMACEUTICALS LTD,15,11.48,No Offer Available,General
732,IODEX BALM 16GM 1X24 16GM,GLAXOSMITHKLINE PHARMACEUTICALS LTD,88,66.88,No Offer Available,General
733,IODEX BALM 40MG 1X12 40GM,GLAXOSMITHKLINE PHARMACEUTICALS LTD,170,0,No Offer Available,General
734,IODEX BALM 8GM 1X24 8GM,GLAXOSMITHKLINE PHARMACEUTICALS LTD,44,33.44,No Offer Available,General
735,IODEX ULTRA 30GM 1 PCS,RAPTAKOS.BRETT @ CO. LTD.,1680,0,No Offer Available,General
736,IODEX ULTRA GEL 15GM 1 PCS,RAPTAKOS.BRETT @ CO. LTD.,420,0,No Offer Available,General
737,ITCH GUARD PLUS (20GM) 1X20GMP 1*20GM,RECKITT BENCKISER INDIA PVT.LTD.,117.6,98.08,No Offer Available,General
738,ITCH GUARD PLUS CREAM [12GM] 12GM,RECKITT BENCKISER INDIA PVT.LTD.,70.5,52.46,No Offer Available,General
739,ITCH GUARD PLUS CREAM [5GM] 5GM,RECKITT BENCKISER INDIA PVT.LTD.,20,13.63,No Offer Available,General
740,ITRAZOLE 100 CAPS 10*10STRIP,LUPIN LIMITED,1449.5,762.85,No Offer Available,General
741,ITRAZOLE 200 CAPS 10*10STRIP,LUPIN LIMITED,2193.5,700,No Offer Available,General
742,IVARSIL 12 TAB 10*10STRIP,GENREL,299,186.44,No Offer Available,General
743,KEFLOR DROP PCS,SUN PHARMA DISTRIBUTORS LTD (SPDL),136,87.43,No Offer Available,General
744,KEFLOR SUSPENSION PCS,SUN PHARMA DISTRIBUTORS LTD (SPDL),198,127.29,No Offer Available,General
745,KENACORT 1% OINT PCS,ABBOTT HEATHCARE LIMITED,75.23,39.3,No Offer Available,General
746,KENACORT 40MG TAB 10*10STRIP,ABBOTT HEATHCARE LIMITED,1459.5,844.46,No Offer Available,General
747,KENACORT VIAL 1BOX,ABBOTT HEATHCARE LIMITED,140.49,70.09,No Offer Available,General
748,KETOROL - DT 1X15TA,DR. REDDYS LABORATORIES LIMITED,161.25,115.18,No Offer Available,General
749,KETOROL DT TAB  1BOX,DR. REDDYS LABORATORIES LIMITED,1215,867.8,No Offer Available,General
750,KIDODENT PAST 75GM 1PCS,INDOCO REMEDIES LTD.,138,98.57,No Offer Available,General
751,KNEE CAP-L(BLACK) 1*1,FLAMINGO,425,0,No Offer Available,General
752,KNEE CAP-M(BLACK) 1*1,FLAMINGO,425,0,No Offer Available,General
753,KNEE CAP-S (BLACK) 1*1,FLAMINGO,425,0,No Offer Available,General
754,KNEE CAP-XL(BLACK) 1*1,FLAMINGO,425,0,No Offer Available,General
755,KNEE CAP-XXL(BLACK) 1*1,FLAMINGO,425,0,No Offer Available,General
756,KRACK HEEL CREAM 15GM 1PCS,BRINTON PHARMACEUTICALS LTD,60,35.01,No Offer Available,General
757,KRACK HEEL CREAM 25GM 1PCS,BRINTON PHARMACEUTICALS LTD,95,55,No Offer Available,General
758,LACTODEX FOLLOW-UP-2 500GM,RAPTAKOS.BRETT @ CO. LTD.,538,381.86,No Offer Available,General
759,LACTODEX PREMIUM-1 400GM,RAPTAKOS.BRETT @ CO. LTD.,790,560.72,No Offer Available,General
760,LACTODEX STARTER-1 200GM,RAPTAKOS.BRETT @ CO. LTD.,247,175.32,No Offer Available,General
761,LACTODEX STARTER-1 450GM,RAPTAKOS.BRETT @ CO. LTD.,538,381.86,No Offer Available,General
762,LACTODEX-LBW 400GM,RAPTAKOS.BRETT @ CO. LTD.,660,468.46,No Offer Available,General
763,LANOXIN TAB. 10X25STRIP,GLAXOSMITHKLINE PHARMACEUTICALS LTD,14.9,10.64,No Offer Available,General
764,LANTUS 10ML VIAL  PCS,SANOFI INDIA LIMITED,2983.01,2173.55,No Offer Available,General
765,LANTUS CARTRIDGE 3ML*5CARTRIDGE,SANOFI INDIA LIMITED,3204.15,2334.68,No Offer Available,General
766,LANTUS U100 SOLOSTAR 1PCS,SANOFI INDIA LIMITED,769.01,615.21,No Offer Available,General
767,LANZOL JUNIOR 15 15X8STRIP,CIPLA LTD,1431.28,920.08,No Offer Available,General
768,LANZOL JUNIOR 30 10X6STRIP,CIPLA LTD,1149.78,739.14,No Offer Available,General
769,LASILACTONE 50MG 10*10STRIP,EMCURE PHARMACEUTICALS LTD.,64.82,46.3,No Offer Available,General
770,LASIX INJ [4ML] 4MLX10AMP,EMCURE PHARMACEUTICALS LTD.,13.39,10.05,No Offer Available,General
771,LASIX TAB 15*80STRIP,EMCURE PHARMACEUTICALS LTD.,1209.6,851.69,No Offer Available,General
